time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,1,1,0.00,5.04,0,37.370023,-122.065358,47.00,142,0
1,1,1,5.50,4.73,0,37.369976,-122.065349,48.00,142,0
2,1,1,5.10,4.30,0,37.369939,-122.065358,48.00,142,0
3,1,1,4.90,4.15,0,37.369909,-122.065381,48.00,142,0
4,1,1,4.80,4.20,0,37.369885,-122.065417,48.00,144,0
5,1,1,4.80,4.38,0,37.369865,-122.065461,48.00,145,0
6,1,1,4.80,4.64,0,37.369847,-122.065510,48.00,146,0
7,1,1,4.90,4.89,1,37.369829,-122.065563,48.00,147,0
8,1,1,4.90,5.11,1,37.369810,-122.065615,48.00,147,0
9,1,1,5.00,5.35,1,37.369787,-122.065666,48.00,148,0
10,1,1,5.20,5.68,1,37.369764,-122.065724,48.00,148,0
11,1,1,5.40,5.97,1,37.369745,-122.065792,48.00,149,0
12,1,1,5.50,5.98,1,37.369740,-122.065860,47.00,149,0
13,1,1,5.60,5.89,2,37.369759,-122.065917,47.00,149,0
14,1,1,5.70,5.91,2,37.369797,-122.065963,47.00,148,0
15,1,1,5.80,6.14,2,37.369846,-122.066005,47.00,149,0
16,1,1,6.00,6.58,2,37.369898,-122.066047,47.00,149,0
17,1,1,6.20,7.04,2,37.369953,-122.066089,47.00,149,0
18,1,1,6.50,7.51,3,37.370011,-122.066133,47.00,150,0
19,1,1,6.90,7.98,3,37.370072,-122.066180,47.00,150,0
20,1,1,7.20,8.43,3,37.370137,-122.066230,47.00,149,0
21,1,1,7.20,8.84,3,37.370205,-122.066282,47.00,149,0
22,1,1,7.20,9.18,4,37.370276,-122.066336,47.00,150,0
23,1,1,7.20,9.51,4,37.370349,-122.066392,47.00,150,0
24,1,1,7.20,9.85,4,37.370425,-122.066450,46.00,149,0
25,1,1,7.80,10.22,5,37.370503,-122.066512,46.00,149,0
26,1,1,8.30,10.63,5,37.370585,-122.066579,46.00,149,0
27,1,1,8.90,11.13,6,37.370670,-122.066654,46.00,149,0
28,1,1,9.50,11.62,6,37.370759,-122.066731,46.00,149,0
29,1,1,10.00,11.95,6,37.370851,-122.066808,46.00,148,0
30,1,1,10.50,12.01,7,37.370945,-122.066879,46.00,148,0
31,1,1,10.90,11.90,7,37.371040,-122.066944,46.00,149,0
32,1,1,11.10,11.74,7,37.371137,-122.067005,46.00,149,0
33,1,1,11.30,11.56,8,37.371234,-122.067063,46.00,149,0
34,1,1,11.30,11.40,8,37.371331,-122.067118,46.00,149,0
35,1,1,11.40,11.27,8,37.371426,-122.067171,46.00,150,0
36,1,1,11.40,11.19,9,37.371520,-122.067225,46.00,150,0
37,1,1,11.40,11.12,9,37.371612,-122.067278,46.00,151,0
38,1,1,11.40,11.01,10,37.371702,-122.067331,46.00,151,0
39,1,1,11.30,10.82,10,37.371791,-122.067382,46.00,152,0
40,1,1,11.30,10.62,10,37.371880,-122.067431,46.00,152,0
41,1,1,11.20,10.49,11,37.371968,-122.067477,46.00,152,0
42,1,1,11.10,10.44,11,37.372056,-122.067519,46.00,152,0
43,1,1,11.00,10.34,11,37.372146,-122.067555,46.00,152,0
44,1,1,10.90,10.14,12,37.372236,-122.067587,46.00,152,0
45,1,1,10.70,9.89,12,37.372324,-122.067620,45.00,152,0
46,1,1,10.70,9.67,12,37.372404,-122.067662,45.00,152,0
47,1,1,10.70,9.46,13,37.372480,-122.067711,45.00,152,0
48,1,1,10.70,9.27,13,37.372552,-122.067766,45.00,152,0
49,1,1,32.40,8.80,14,37.372619,-122.067819,45.00,152,0
50,1,1,7.80,7.53,14,37.372677,-122.067866,45.00,152,0
51,1,1,6.10,5.87,14,37.372723,-122.067901,44.00,152,0
52,1,1,4.50,4.30,15,37.372758,-122.067924,44.00,153,0
53,1,1,3.10,2.91,15,37.372783,-122.067938,44.00,154,0
54,1,1,1.70,1.54,15,37.372798,-122.067947,44.00,154,0
55,1,1,0.90,0.75,15,37.372807,-122.067952,44.00,154,0
56,1,1,0.50,0.38,15,37.372810,-122.067954,44.00,154,0
57,1,1,0.30,0.08,15,37.372811,-122.067955,44.00,154,0
58,1,1,0.60,0.09,15,37.372811,-122.067956,44.00,155,0
59,1,1,0.00,0.26,15,37.372812,-122.067956,44.00,154,0
60,1,1,0.00,0.21,15,37.372812,-122.067957,44.00,153,0
61,1,1,0.00,0.22,15,37.372812,-122.067958,44.00,153,0
62,1,1,0.00,0.22,15,37.372813,-122.067958,44.00,153,0
63,1,1,0.00,0.30,15,37.372813,-122.067959,44.00,153,0
64,1,1,0.00,0.11,15,37.372813,-122.067959,44.00,152,0
65,1,1,0.00,0.02,15,37.372813,-122.067959,44.00,152,0
66,1,1,0.00,0.00,15,37.372813,-122.067960,44.00,151,0
67,1,1,0.00,0.00,15,37.372813,-122.067960,44.00,151,0
68,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,152,0
69,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,152,0
70,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,152,0
71,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,152,0
72,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,150,0
73,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,149,0
74,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,149,0
75,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,149,0
76,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,148,0
77,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,146,0
78,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,144,0
79,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,144,0
80,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
81,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
82,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
83,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
84,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
85,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
86,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
87,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
88,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
89,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
90,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
91,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
92,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
93,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
94,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
95,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
96,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
97,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
98,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
99,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
100,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
101,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
102,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,139,0
103,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,139,0
104,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,139,0
105,1,1,0.00,0.05,15,37.372814,-122.067961,44.00,140,0
106,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,140,0
107,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
108,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
109,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
110,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
111,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
112,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
113,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,143,0
114,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
115,1,1,0.00,0.09,15,37.372814,-122.067961,44.00,141,0
116,1,1,0.00,0.11,15,37.372814,-122.067961,44.00,141,0
117,1,1,0.00,0.03,15,37.372814,-122.067961,44.00,141,0
118,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
119,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,140,0
120,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,140,0
121,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,140,0
122,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,140,0
123,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
124,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
125,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
126,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
127,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
128,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
129,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
130,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
131,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
132,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
133,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
134,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
135,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
136,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,139,0
137,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,139,0
138,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
139,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
140,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
141,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,139,0
142,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,138,0
143,1,1,0.00,0.05,15,37.372814,-122.067961,44.00,138,0
144,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,138,0
145,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,138,0
146,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,137,0
147,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,137,0
148,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,137,0
149,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,137,0
150,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,136,0
151,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,133,0
152,1,1,0.00,0.02,15,37.372814,-122.067961,44.00,133,0
153,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,131,0
154,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,129,0
155,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,128,0
156,1,1,0.00,0.04,15,37.372814,-122.067961,44.00,127,0
157,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,127,0
158,1,1,0.00,0.11,15,37.372814,-122.067961,44.00,126,0
159,1,1,0.00,0.02,15,37.372814,-122.067961,44.00,125,0
160,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,125,0
161,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,125,0
162,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,125,0
163,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,125,0
164,1,1,0.00,0.05,15,37.372814,-122.067961,44.00,125,0
165,1,1,0.00,0.12,15,37.372814,-122.067961,44.00,124,0
166,1,1,0.00,0.02,15,37.372814,-122.067961,44.00,123,0
167,1,1,0.00,0.07,15,37.372814,-122.067961,44.00,123,0
168,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,122,0
169,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,122,0
170,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,122,0
171,1,1,0.00,0.04,15,37.372814,-122.067961,44.00,122,0
172,1,1,0.00,0.02,15,37.372814,-122.067961,44.00,123,0
173,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,125,0
174,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,125,0
175,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,124,0
176,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,124,0
177,1,1,0.00,0.12,15,37.372814,-122.067961,44.00,124,0
178,1,1,0.00,0.09,15,37.372814,-122.067961,44.00,124,0
179,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,124,0
180,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,124,0
181,1,1,0.00,0.19,15,37.372814,-122.067961,44.00,124,0
182,1,1,0.00,0.15,15,37.372814,-122.067961,44.00,123,0
183,1,1,0.00,0.19,15,37.372814,-122.067961,44.00,123,0
184,1,1,0.00,0.04,15,37.372814,-122.067961,44.00,123,0
185,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,123,0
186,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,122,0
187,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,122,0
188,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,122,0
189,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,122,0
190,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,120,0
191,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,120,0
192,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,120,0
193,1,1,0.00,0.04,15,37.372814,-122.067961,44.00,120,0
194,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,120,0
195,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,120,0
196,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,119,0
197,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,118,0
198,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,119,0
199,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,119,0
200,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,120,0
201,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,120,0
202,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,120,0
203,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,119,0
204,1,1,0.00,0.05,15,37.372814,-122.067960,44.00,119,0
205,1,1,0.00,0.08,15,37.372814,-122.067960,44.00,119,0
206,1,1,0.00,0.02,15,37.372814,-122.067960,44.00,121,0
207,1,1,0.00,0.02,15,37.372814,-122.067960,44.00,122,0
208,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,123,0
209,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,122,0
210,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,122,0
211,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,122,0
212,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,122,0
213,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,122,0
214,1,1,0.00,0.17,15,37.372814,-122.067960,44.00,123,0
215,1,1,0.00,0.05,15,37.372814,-122.067960,44.00,124,0
216,1,1,0.00,0.28,15,37.372814,-122.067960,44.00,124,0
217,1,1,0.00,0.27,15,37.372814,-122.067960,44.00,124,0
218,1,1,0.00,0.13,15,37.372814,-122.067960,44.00,124,0
219,1,1,0.00,0.02,15,37.372814,-122.067960,44.00,124,0
220,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,124,0
221,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,124,0
222,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,124,0
223,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,124,0
224,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,125,0
225,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,127,0
226,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,127,0
227,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,127,0
228,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,128,0
229,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,127,0
230,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,127,0
231,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
232,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
233,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
234,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
235,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
236,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,125,0
237,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,125,0
238,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
239,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
240,1,1,0.00,0.04,15,37.372814,-122.067960,44.00,126,0
241,1,1,0.00,0.04,15,37.372814,-122.067960,44.00,126,0
242,1,1,0.00,0.11,15,37.372814,-122.067960,44.00,126,0
243,1,1,0.00,0.08,15,37.372814,-122.067960,44.00,126,0
244,1,1,0.00,0.01,15,37.372814,-122.067960,44.00,126,0
245,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
246,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
247,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
248,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,126,0
249,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,130,0
250,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,131,0
251,1,1,0.00,0.07,15,37.372814,-122.067960,44.00,132,0
252,1,1,0.00,0.14,15,37.372814,-122.067960,44.00,132,0
253,1,1,0.00,0.03,15,37.372814,-122.067960,44.00,133,0
254,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,134,0
255,1,1,0.00,0.02,15,37.372814,-122.067960,44.00,134,0
256,1,1,0.00,0.01,15,37.372814,-122.067960,44.00,134,0
257,1,1,0.00,0.04,15,37.372814,-122.067960,44.00,135,0
258,1,1,0.00,0.01,15,37.372814,-122.067960,44.00,136,0
259,1,1,0.00,0.18,15,37.372814,-122.067960,44.00,136,0
260,1,1,0.00,0.12,15,37.372814,-122.067960,44.00,136,0
261,1,1,0.00,0.10,15,37.372814,-122.067960,44.00,136,0
262,1,1,0.00,0.02,15,37.372814,-122.067961,44.00,137,0
263,1,1,0.00,0.16,15,37.372814,-122.067961,44.00,140,0
264,1,1,0.00,0.20,15,37.372814,-122.067961,44.00,141,0
265,1,1,0.00,0.07,15,37.372814,-122.067961,44.00,142,0
266,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,142,0
267,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,142,0
268,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
269,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
270,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
271,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
272,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
273,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
274,1,1,0.00,0.04,15,37.372814,-122.067961,44.00,142,0
275,1,1,0.00,0.04,15,37.372814,-122.067961,44.00,142,0
276,1,1,0.00,0.01,15,37.372814,-122.067961,44.00,142,0
277,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
278,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
279,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
280,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
281,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
282,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
283,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
284,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
285,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
286,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
287,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,,0
288,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
289,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
290,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
291,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
292,1,1,0.00,0.07,15,37.372814,-122.067961,44.00,,0
293,1,1,0.00,0.08,15,37.372814,-122.067961,44.00,140,0
294,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,140,0
295,1,1,0.00,0.09,15,37.372814,-122.067961,44.00,140,0
296,1,1,0.00,0.02,15,37.372814,-122.067961,44.00,140,0
297,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
298,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,140,0
299,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
300,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,141,0
301,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,141,0
302,1,1,0.00,0.06,15,37.372814,-122.067961,44.00,141,0
303,1,1,0.00,0.03,15,37.372814,-122.067961,44.00,142,0
304,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,,0
305,1,1,0.00,0.00,15,37.372814,-122.067961,44.00,142,0
306,1,1,0.00,0.12,15,37.372814,-122.067961,44.00,143,0
307,1,1,0.00,0.03,15,37.372814,-122.067961,44.00,143,0
308,1,1,0.00,0.31,15,37.372814,-122.067961,44.00,,0
309,1,1,0.00,0.11,15,37.372814,-122.067961,44.00,143,0
310,1,1,0.00,0.16,15,37.372814,-122.067961,44.00,,0
311,1,1,0.00,0.11,15,37.372814,-122.067960,44.00,143,0
312,1,1,0.00,0.04,15,37.372814,-122.067960,44.00,143,0
313,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,144,0
314,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,144,0
315,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,,0
316,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,145,0
317,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,145,0
318,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,144,0
319,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,142,0
320,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,141,0
321,1,1,0.00,0.14,15,37.372814,-122.067960,44.00,141,0
322,1,1,0.00,0.43,15,37.372814,-122.067960,44.00,,0
323,1,1,0.00,0.13,15,37.372814,-122.067960,44.00,140,0
324,1,1,0.00,0.02,15,37.372814,-122.067960,44.00,140,0
325,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,140,0
326,1,1,0.00,0.09,15,37.372814,-122.067960,44.00,140,0
327,1,1,0.00,0.28,15,37.372814,-122.067960,44.00,140,0
328,1,1,0.00,0.07,15,37.372814,-122.067960,44.00,139,0
329,1,1,0.00,0.29,15,37.372814,-122.067960,44.00,138,0
330,1,1,0.00,0.07,15,37.372814,-122.067960,44.00,138,0
331,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,138,0
332,1,1,0.00,0.01,15,37.372814,-122.067960,44.00,137,0
333,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,,0
334,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,137,0
335,1,1,0.00,0.05,15,37.372814,-122.067960,44.00,137,0
336,1,1,0.00,0.01,15,37.372814,-122.067960,44.00,137,0
337,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,137,0
338,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,137,0
339,1,1,0.00,0.13,15,37.372814,-122.067960,44.00,137,0
340,1,1,0.00,0.03,15,37.372814,-122.067960,44.00,137,0
341,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,137,0
342,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,137,0
343,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,136,0
344,1,1,0.00,0.02,15,37.372814,-122.067960,44.00,135,0
345,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,135,0
346,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,135,0
347,1,1,0.00,0.00,15,37.372814,-122.067960,44.00,135,0
348,1,1,0.00,0.00,15,37.372813,-122.067960,44.00,134,0
349,1,1,0.00,0.00,15,37.372812,-122.067959,44.00,134,0
350,1,1,0.00,0.00,15,37.372810,-122.067956,44.00,134,0
351,1,1,0.00,0.00,15,37.372805,-122.067951,44.00,134,0
352,1,1,0.00,0.00,15,37.372796,-122.067941,44.00,134,0
353,1,1,0.00,0.00,15,37.372792,-122.067937,44.00,132,0
354,1,1,0.00,0.00,15,37.372786,-122.067931,44.00,130,0
355,1,1,0.00,0.00,15,37.372780,-122.067924,44.00,130,0
356,1,1,0.00,0.00,15,37.372776,-122.067919,44.00,,0
357,1,1,0.00,0.24,15,37.372775,-122.067918,44.00,129,0
358,1,1,0.00,0.07,15,37.372775,-122.067918,44.00,129,0
359,1,1,0.00,0.04,15,37.372774,-122.067918,44.00,129,0
360,1,1,0.00,0.00,15,37.372774,-122.067918,44.00,129,0
361,1,1,0.00,0.00,15,37.372774,-122.067918,44.00,128,0
362,1,1,0.00,0.00,15,37.372774,-122.067918,44.00,129,0
363,1,1,0.00,0.00,15,37.372774,-122.067918,44.00,132,0
364,1,1,0.00,0.00,15,37.372774,-122.067918,44.00,133,0
365,1,1,0.00,0.00,15,37.372774,-122.067918,44.00,133,0
366,1,1,0.00,0.00,15,37.372774,-122.067918,44.00,134,0
367,1,1,0.00,0.00,15,37.372774,-122.067917,44.00,135,0
368,1,1,0.00,0.00,15,37.372773,-122.067919,44.00,135,0
369,1,1,0.00,1.57,15,37.372776,-122.067933,44.00,135,0
370,1,1,0.00,0.69,15,37.372777,-122.067943,44.00,135,0
371,1,1,0.30,0.08,15,37.372778,-122.067946,44.00,135,0
372,1,1,0.50,0.30,15,37.372778,-122.067947,44.00,135,0
373,1,1,0.30,0.20,15,37.372778,-122.067947,44.00,135,0
374,1,1,0.30,0.10,15,37.372778,-122.067949,44.00,135,0
375,1,1,0.00,0.04,15,37.372778,-122.067950,44.00,134,0
376,1,1,0.00,0.00,15,37.372778,-122.067952,44.00,134,0
377,1,1,0.00,0.16,15,37.372778,-122.067955,44.00,135,0
378,1,1,0.00,0.80,15,37.372778,-122.067957,44.00,135,0
379,1,1,0.00,0.68,15,37.372778,-122.067959,44.00,136,0
380,1,1,0.20,0.02,15,37.372778,-122.067960,44.00,136,0
381,1,1,0.50,0.31,15,37.372778,-122.067962,44.00,136,0
382,1,1,0.60,0.33,15,37.372778,-122.067963,44.00,137,0
383,1,1,0.00,0.07,16,37.372778,-122.067964,44.00,137,0
384,1,1,0.00,0.01,16,37.372777,-122.067964,44.00,139,0
385,1,1,0.00,0.00,16,37.372777,-122.067964,44.00,140,0
386,1,1,0.00,0.09,16,37.372777,-122.067965,44.00,140,0
387,1,1,0.00,0.02,16,37.372777,-122.067965,44.00,140,0
388,1,1,0.00,0.00,16,37.372777,-122.067965,44.00,141,0
389,1,1,0.00,0.00,16,37.372777,-122.067965,44.00,142,0
390,1,1,0.00,0.04,16,37.372777,-122.067965,44.00,142,0
391,1,1,0.00,0.02,16,37.372777,-122.067965,44.00,141,0
392,1,1,0.00,0.00,16,37.372777,-122.067965,44.00,142,0
393,1,1,0.00,0.00,16,37.372777,-122.067965,44.00,142,0
394,1,1,0.00,0.00,16,37.372777,-122.067965,44.00,142,0
395,1,1,0.00,0.00,16,37.372777,-122.067965,44.00,142,0
396,1,1,0.00,0.15,16,37.372777,-122.067965,44.00,142,0
397,1,1,0.00,0.04,16,37.372777,-122.067965,44.00,142,0
398,1,1,0.00,0.00,16,37.372777,-122.067965,44.00,142,0
