time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
1423,1,1,15.30,8.92,182,37.412817,-122.069024,8.00,158,0
1424,1,1,10.60,8.88,182,37.412897,-122.068991,8.00,158,0
1425,1,1,9.00,8.93,183,37.412978,-122.068957,8.00,158,0
1426,1,1,9.10,9.24,183,37.413060,-122.068925,8.00,157,0
1427,1,1,9.30,9.32,183,37.413143,-122.068903,8.00,157,0
1428,1,1,9.40,9.01,184,37.413226,-122.068897,8.00,157,0
1429,1,1,9.10,8.88,184,37.413307,-122.068899,8.00,157,0
1430,1,1,9.00,8.78,184,37.413388,-122.068901,8.00,157,0
1431,1,1,8.90,8.75,185,37.413469,-122.068900,7.00,157,0
1432,1,1,8.90,8.77,185,37.413549,-122.068897,7.00,157,0
1433,1,1,8.90,8.81,186,37.413630,-122.068895,7.00,157,0
1434,1,1,8.90,8.86,186,37.413711,-122.068893,6.00,157,0
1435,1,1,9.00,8.88,186,37.413792,-122.068892,6.00,157,0
1436,1,1,9.00,8.93,187,37.413873,-122.068890,5.00,157,0
1437,1,1,9.10,8.92,187,37.413954,-122.068888,5.00,157,0
1438,1,1,9.10,8.94,187,37.414035,-122.068887,5.00,157,0
1439,1,1,9.10,8.91,188,37.414116,-122.068885,4.00,158,0
1440,1,1,9.00,8.82,188,37.414198,-122.068884,4.00,157,0
1441,1,1,9.00,8.81,188,37.414280,-122.068882,4.00,157,0
1442,1,1,9.00,8.83,189,37.414361,-122.068881,4.00,157,0
1443,1,1,9.00,8.84,189,37.414443,-122.068880,4.00,158,0
1444,1,1,9.00,8.86,190,37.414525,-122.068879,4.00,,0
1445,1,1,9.00,8.91,190,37.414607,-122.068878,4.00,157,0
1446,1,1,9.00,8.95,190,37.414689,-122.068876,4.00,157,0
1447,1,1,9.10,8.96,191,37.414771,-122.068875,4.00,157,0
1448,1,1,9.10,8.98,191,37.414853,-122.068874,4.00,157,0
1449,1,1,9.10,8.94,191,37.414935,-122.068873,4.00,157,0
1450,1,1,9.10,8.92,192,37.415017,-122.068872,4.00,157,0
1451,1,1,9.00,8.92,192,37.415100,-122.068871,4.00,,0
1452,1,1,9.00,8.92,193,37.415182,-122.068869,4.00,157,0
1453,1,1,9.00,8.91,193,37.415264,-122.068868,4.00,157,0
1454,1,1,9.00,8.91,193,37.415346,-122.068867,4.00,157,0
1455,1,1,9.00,8.93,194,37.415428,-122.068865,4.00,156,0
1456,1,1,9.00,8.91,194,37.415509,-122.068864,4.00,,0
1457,1,1,9.00,8.91,194,37.415591,-122.068862,4.00,156,0
1458,1,1,9.00,8.91,195,37.415673,-122.068861,4.00,156,0
1459,1,1,9.00,8.92,195,37.415755,-122.068859,4.00,156,0
1460,1,1,9.00,8.91,195,37.415836,-122.068857,4.00,156,0
1461,1,1,9.00,8.92,196,37.415918,-122.068855,4.00,156,0
1462,1,1,9.00,8.90,196,37.415999,-122.068853,4.00,157,0
1463,1,1,9.20,8.93,197,37.416080,-122.068851,4.00,157,0
1464,1,1,9.20,8.96,197,37.416162,-122.068850,4.00,157,0
1465,1,1,9.20,8.95,197,37.416243,-122.068849,4.00,156,0
1466,1,1,9.10,8.87,198,37.416324,-122.068848,3.00,156,0
1467,1,1,0.00,8.80,198,37.416405,-122.068849,3.00,156,0
1468,1,1,0.00,8.75,198,37.416487,-122.068850,3.00,157,0
1469,1,1,9.00,8.75,199,37.416569,-122.068852,3.00,157,0
1470,1,1,5.20,8.91,199,37.416651,-122.068854,3.00,157,0
1471,1,1,27.00,9.15,199,37.416734,-122.068855,2.00,157,0
1472,1,1,12.20,9.28,200,37.416818,-122.068855,2.00,156,0
1473,1,1,9.40,9.41,200,37.416904,-122.068854,2.00,156,0
1474,1,1,9.50,9.51,201,37.416990,-122.068851,2.00,156,0
1475,1,1,9.60,9.47,201,37.417078,-122.068846,2.00,156,0
1476,1,1,9.60,9.24,201,37.417167,-122.068842,2.00,157,0
1477,1,1,9.50,9.58,202,37.417255,-122.068840,2.00,157,0
1478,1,1,9.60,9.59,202,37.417340,-122.068844,2.00,156,0
1479,1,1,9.70,9.19,202,37.417422,-122.068858,2.00,156,0
1480,1,1,9.30,8.73,203,37.417500,-122.068890,2.00,157,0
1481,1,1,8.90,9.12,203,37.417576,-122.068937,2.00,157,0
1482,1,1,9.10,8.99,204,37.417654,-122.068969,2.00,157,0
1483,1,1,9.10,8.88,204,37.417736,-122.068982,2.00,157,0
1484,1,1,9.10,9.00,204,37.417820,-122.068985,2.00,158,0
1485,1,1,9.20,9.23,205,37.417906,-122.068983,2.00,159,0
1486,1,1,9.30,9.27,205,37.417992,-122.068983,2.00,,0
1487,1,1,9.40,9.26,205,37.418078,-122.068985,2.00,161,0
1488,1,1,9.40,9.23,206,37.418164,-122.068988,2.00,162,0
1489,1,1,9.40,9.19,206,37.418248,-122.068989,2.00,163,0
1490,1,1,9.30,9.15,206,37.418332,-122.068989,2.00,164,0
1491,1,1,9.30,9.11,207,37.418415,-122.068988,3.00,164,0
1492,1,1,9.30,9.08,207,37.418497,-122.068987,3.00,165,0
1493,1,1,9.20,9.01,208,37.418579,-122.068985,3.00,165,0
1494,1,1,9.10,8.95,208,37.418661,-122.068984,3.00,165,0
1495,1,1,9.10,8.92,208,37.418743,-122.068982,3.00,165,0
1496,1,1,9.10,8.93,209,37.418824,-122.068981,3.00,165,0
1497,1,1,9.00,8.93,209,37.418905,-122.068981,3.00,164,0
1498,1,1,9.00,8.93,209,37.418987,-122.068981,3.00,164,0
1499,1,1,9.20,8.92,210,37.419068,-122.068981,3.00,164,0
1500,1,1,9.20,8.87,210,37.419148,-122.068983,3.00,163,0
1501,1,1,0.00,8.86,210,37.419229,-122.068985,3.00,163,0
1502,1,1,14.70,8.82,211,37.419309,-122.068987,3.00,163,0
1503,1,1,12.00,8.73,211,37.419388,-122.068991,2.00,163,0
1504,1,1,8.90,8.63,212,37.419467,-122.068996,2.00,162,0
1505,1,1,8.80,8.64,212,37.419546,-122.069003,2.00,162,0
1506,1,1,9.00,8.64,212,37.419626,-122.069013,1.00,162,0
1507,1,1,8.80,8.44,213,37.419702,-122.069030,1.00,161,0
1508,1,1,0.00,7.81,213,37.419760,-122.069070,1.00,161,0
1509,1,1,12.70,6.92,213,37.419787,-122.069140,1.00,161,0
1510,1,1,9.20,6.52,214,37.419797,-122.069218,1.00,161,0
1511,1,1,6.70,6.74,214,37.419800,-122.069296,2.00,160,0
1512,1,1,7.00,6.91,214,37.419797,-122.069374,2.00,161,0
1513,1,1,7.10,6.92,214,37.419795,-122.069452,2.00,161,0
1514,1,1,7.10,6.85,214,37.419796,-122.069529,2.00,161,0
1515,1,1,7.00,6.70,215,37.419797,-122.069605,2.00,162,0
1516,1,1,6.80,6.40,215,37.419796,-122.069678,2.00,162,0
1517,1,1,6.50,6.07,215,37.419790,-122.069748,3.00,162,0
1518,1,1,6.20,5.83,215,37.419780,-122.069815,3.00,162,0
1519,1,1,6.00,5.83,216,37.419769,-122.069880,3.00,162,0
1520,1,1,6.10,6.14,216,37.419758,-122.069943,3.00,161,0
1521,1,1,6.40,6.21,216,37.419750,-122.070006,3.00,161,0
1522,1,1,6.40,5.39,216,37.419744,-122.070068,3.00,161,0
1523,1,1,5.70,4.62,216,37.419744,-122.070127,3.00,160,0
1524,1,1,4.90,4.34,217,37.419748,-122.070184,3.00,160,0
1525,1,1,4.50,4.47,217,37.419755,-122.070240,3.00,160,0
1526,1,1,4.60,4.69,217,37.419763,-122.070294,4.00,159,0
1527,1,1,5.20,4.87,217,37.419769,-122.070349,4.00,159,0
1528,1,1,5.30,5.05,217,37.419771,-122.070403,4.00,159,0
1529,1,1,5.30,5.01,217,37.419767,-122.070459,4.00,159,0
1530,1,1,5.30,5.05,217,37.419753,-122.070517,4.00,158,0
1531,1,1,0.00,5.25,218,37.419732,-122.070577,4.00,156,0
1532,1,1,0.00,5.14,218,37.419722,-122.070636,4.00,155,0
1533,1,1,5.20,4.92,218,37.419740,-122.070689,4.00,154,0
1534,1,1,5.30,5.03,218,37.419777,-122.070731,4.00,153,0
1535,1,1,5.30,5.13,218,37.419818,-122.070756,4.00,153,0
1536,1,1,0.00,4.99,218,37.419861,-122.070772,4.00,153,0
1537,1,1,10.90,4.97,219,37.419906,-122.070785,4.00,152,0
1538,1,1,7.60,5.17,219,37.419952,-122.070805,4.00,152,0
1539,1,1,5.30,5.46,219,37.419998,-122.070832,4.00,152,0
1540,1,1,5.60,5.83,219,37.420042,-122.070869,3.00,151,0
1541,1,1,5.90,6.18,219,37.420082,-122.070917,3.00,151,0
1542,1,1,6.30,6.49,219,37.420118,-122.070976,3.00,151,0
1543,1,1,6.60,6.73,220,37.420149,-122.071044,3.00,151,0
1544,1,1,6.90,6.85,220,37.420178,-122.071116,3.00,151,0
1545,1,1,7.00,6.98,220,37.420206,-122.071190,3.00,150,0
1546,1,1,7.10,7.18,220,37.420233,-122.071265,3.00,150,0
1547,1,1,7.30,7.29,220,37.420259,-122.071341,3.00,150,0
1548,1,1,7.40,7.40,221,37.420286,-122.071419,3.00,150,0
1549,1,1,7.50,7.48,221,37.420313,-122.071498,3.00,150,0
1550,1,1,7.60,7.62,221,37.420340,-122.071579,3.00,149,0
1551,1,1,7.80,7.79,222,37.420369,-122.071661,3.00,149,0
1552,1,1,7.90,8.04,222,37.420399,-122.071746,3.00,150,0
1553,1,1,8.50,8.26,222,37.420431,-122.071832,3.00,150,0
1554,1,1,8.70,8.46,222,37.420463,-122.071920,3.00,150,0
1555,1,1,8.90,8.61,223,37.420495,-122.072011,3.00,150,0
1556,1,1,9.00,8.74,223,37.420527,-122.072103,4.00,151,0
1557,1,1,0.00,8.90,223,37.420559,-122.072197,4.00,151,0
1558,1,1,0.00,9.02,224,37.420590,-122.072293,4.00,152,0
1559,1,1,9.40,9.09,224,37.420619,-122.072392,4.00,153,0
1560,1,1,9.40,9.12,224,37.420647,-122.072492,4.00,154,0
1561,1,1,9.50,9.17,225,37.420674,-122.072593,3.00,154,0
1562,1,1,0.00,9.21,225,37.420698,-122.072695,3.00,155,0
1563,1,1,0.00,9.18,225,37.420721,-122.072798,2.00,156,0
1564,1,1,9.40,9.14,226,37.420741,-122.072901,2.00,156,0
1565,1,1,9.40,9.09,226,37.420759,-122.073003,1.00,157,0
1566,1,1,9.30,9.02,227,37.420775,-122.073105,1.00,157,0
1567,1,1,6.70,8.91,227,37.420789,-122.073207,0.00,158,0
1568,1,1,9.10,8.83,227,37.420800,-122.073308,0.00,158,0
1569,1,1,9.10,8.79,228,37.420809,-122.073408,0.00,158,0
1570,1,1,9.00,8.72,228,37.420816,-122.073509,0.00,159,0
1571,1,1,8.90,8.65,228,37.420821,-122.073608,0.00,159,0
1572,1,1,9.60,8.58,229,37.420824,-122.073708,0.00,159,0
1573,1,1,8.80,8.55,229,37.420825,-122.073807,1.00,159,0
1574,1,1,8.80,8.58,230,37.420824,-122.073907,1.00,159,0
1575,1,1,8.90,8.66,230,37.420820,-122.074006,1.00,159,0
1576,1,1,8.90,8.76,230,37.420814,-122.074106,1.00,158,0
1577,1,1,9.00,8.84,231,37.420805,-122.074207,2.00,159,0
1578,1,1,9.20,8.91,231,37.420792,-122.074309,2.00,159,0
1579,1,1,9.30,8.99,231,37.420776,-122.074412,2.00,159,0
1580,1,1,9.50,9.09,231,37.420757,-122.074516,2.00,159,0
1581,1,1,9.50,9.14,232,37.420741,-122.074621,2.00,160,0
1582,1,1,6.80,9.15,232,37.420733,-122.074727,2.00,160,0
1583,1,1,9.50,9.17,232,37.420728,-122.074834,3.00,160,0
1584,1,1,9.60,9.21,233,37.420719,-122.074939,3.00,160,0
1585,1,1,9.60,9.20,233,37.420705,-122.075043,3.00,160,0
1586,1,1,9.50,9.16,234,37.420689,-122.075146,3.00,160,0
1587,1,1,7.60,9.14,234,37.420673,-122.075248,3.00,160,0
1588,1,1,9.50,9.13,234,37.420657,-122.075350,2.00,161,0
1589,1,1,9.50,9.07,235,37.420641,-122.075452,2.00,161,0
1590,1,1,9.40,8.96,235,37.420626,-122.075553,2.00,161,0
1591,1,1,9.30,8.94,235,37.420611,-122.075655,2.00,161,0
1592,1,1,8.70,8.91,236,37.420598,-122.075757,2.00,161,0
1593,1,1,9.30,8.87,236,37.420585,-122.075859,2.00,161,0
1594,1,1,9.30,8.91,236,37.420574,-122.075962,2.00,161,0
1595,1,1,9.20,8.88,237,37.420564,-122.076065,2.00,161,0
1596,1,1,9.30,8.87,237,37.420556,-122.076167,2.00,161,0
1597,1,1,8.70,8.79,238,37.420548,-122.076268,2.00,161,0
1598,1,1,9.00,8.63,238,37.420542,-122.076366,2.00,160,0
1599,1,1,9.00,8.58,238,37.420536,-122.076462,2.00,160,0
1600,1,1,8.50,8.15,239,37.420531,-122.076554,2.00,161,0
1601,1,1,7.80,7.40,239,37.420527,-122.076642,2.00,161,0
1602,1,1,10.10,6.97,239,37.420524,-122.076726,3.00,161,0
1603,1,1,7.10,6.82,240,37.420522,-122.076807,3.00,162,0
1604,1,1,7.10,6.77,240,37.420520,-122.076885,3.00,162,0
1605,1,1,7.00,6.67,240,37.420519,-122.076960,3.00,163,0
1606,1,1,6.80,6.54,240,37.420518,-122.077033,3.00,163,0
1607,1,1,12.00,6.39,241,37.420519,-122.077105,3.00,164,0
1608,1,1,6.50,6.23,241,37.420519,-122.077175,3.00,164,0
1609,1,1,6.10,5.78,241,37.420520,-122.077242,3.00,164,0
1610,1,1,5.40,5.11,241,37.420522,-122.077304,3.00,163,0
1611,1,1,4.70,4.45,241,37.420522,-122.077359,4.00,163,0
1612,1,1,10.70,3.90,241,37.420523,-122.077405,4.00,163,0
1613,1,1,3.80,3.57,242,37.420524,-122.077446,4.00,162,0
1614,1,1,3.60,3.39,242,37.420527,-122.077484,4.00,162,0
1615,1,1,3.50,3.30,242,37.420531,-122.077519,4.00,162,0
1616,1,1,3.40,3.22,242,37.420536,-122.077555,4.00,161,0
1617,1,1,11.10,3.25,242,37.420543,-122.077591,4.00,161,0
1618,1,1,3.50,3.27,242,37.420549,-122.077627,4.00,160,0
1619,1,1,3.40,3.21,242,37.420555,-122.077665,4.00,159,0
1620,1,1,3.30,3.15,242,37.420560,-122.077701,4.00,159,0
1621,1,1,3.10,2.91,242,37.420563,-122.077732,3.00,159,0
1622,1,1,4.60,2.35,242,37.420565,-122.077756,3.00,160,0
1623,1,1,2.00,1.81,242,37.420566,-122.077774,3.00,159,0
1624,1,1,0.50,0.38,242,37.420566,-122.077786,3.00,159,0
1625,1,1,0.40,0.17,243,37.420566,-122.077792,3.00,158,0
1626,1,1,0.30,0.06,243,37.420566,-122.077795,3.00,158,0
1627,1,1,0.00,0.05,243,37.420566,-122.077795,3.00,158,0
1628,1,1,0.00,0.01,243,37.420566,-122.077794,3.00,158,0
1629,1,1,0.00,0.00,243,37.420566,-122.077794,3.00,157,0
1630,1,1,0.00,0.01,243,37.420566,-122.077795,3.00,157,0
1631,1,1,0.00,0.13,243,37.420566,-122.077796,3.00,157,0
1632,1,1,0.00,0.10,243,37.420566,-122.077797,3.00,157,0
1633,1,1,0.00,0.06,243,37.420566,-122.077798,3.00,157,0
1634,1,1,0.00,0.01,243,37.420566,-122.077799,3.00,157,0
1635,1,1,0.00,0.00,243,37.420565,-122.077798,3.00,157,0
1636,1,1,0.00,0.00,243,37.420565,-122.077796,3.00,157,0
1637,1,1,0.00,0.00,243,37.420565,-122.077797,3.00,156,0
1638,1,1,0.00,0.00,243,37.420566,-122.077802,3.00,156,0
1639,1,1,0.00,0.31,243,37.420569,-122.077815,3.00,155,0
1640,1,1,10.20,1.76,243,37.420573,-122.077840,3.00,154,0
1641,1,1,3.40,3.18,243,37.420578,-122.077875,3.00,153,0
1642,1,1,4.50,4.29,243,37.420584,-122.077922,3.00,152,0
1643,1,1,5.30,5.10,243,37.420592,-122.077979,3.00,151,0
1644,1,1,6.00,5.80,243,37.420600,-122.078045,3.00,151,0
1645,1,1,0.00,6.56,243,37.420608,-122.078120,3.00,151,0
1646,1,1,0.00,7.23,243,37.420617,-122.078202,3.00,151,0
1647,1,1,7.90,7.68,244,37.420625,-122.078289,2.00,151,0
1648,1,1,8.30,8.06,244,37.420634,-122.078381,2.00,152,0
1649,1,1,8.60,8.36,244,37.420643,-122.078477,2.00,152,0
1650,1,1,0.00,8.61,244,37.420652,-122.078575,2.00,153,0
1651,1,1,0.00,8.78,245,37.420660,-122.078674,2.00,153,0
1652,1,1,9.20,8.94,245,37.420668,-122.078776,1.00,153,0
1653,1,1,9.40,9.15,245,37.420675,-122.078879,1.00,154,0
1654,1,1,9.60,9.29,246,37.420683,-122.078984,1.00,155,0
1655,1,1,1.60,9.35,246,37.420691,-122.079090,1.00,155,0
1656,1,1,9.70,9.38,247,37.420698,-122.079197,1.00,155,0
1657,1,1,9.70,9.40,247,37.420705,-122.079306,1.00,156,0
1658,1,1,9.70,9.39,247,37.420712,-122.079415,1.00,156,0
1659,1,1,9.70,9.43,248,37.420720,-122.079525,1.00,156,0
1660,1,1,7.10,9.52,248,37.420727,-122.079636,1.00,156,0
1661,1,1,9.80,9.57,248,37.420734,-122.079747,1.00,156,0
1662,1,1,9.90,9.62,249,37.420740,-122.079858,1.00,156,0
1663,1,1,10.00,9.69,249,37.420747,-122.079970,1.00,158,0
1664,1,1,10.00,9.71,249,37.420754,-122.080081,1.00,159,0
1665,1,1,8.30,9.71,250,37.420761,-122.080192,0.00,159,0
1666,1,1,9.90,9.62,250,37.420767,-122.080303,0.00,159,0
1667,1,1,9.80,9.51,251,37.420774,-122.080413,0.00,160,0
1668,1,1,9.70,9.43,251,37.420780,-122.080522,0.00,160,0
1669,1,1,9.60,9.36,251,37.420786,-122.080630,0.00,159,0
1670,1,1,9.80,9.33,252,37.420792,-122.080738,0.00,159,0
1671,1,1,9.70,9.27,252,37.420798,-122.080844,0.00,159,0
1672,1,1,9.60,9.23,252,37.420804,-122.080949,0.00,159,0
1673,1,1,9.50,9.16,253,37.420810,-122.081053,0.00,160,0
1674,1,1,9.40,9.07,253,37.420816,-122.081156,0.00,161,0
1675,1,1,9.80,8.94,253,37.420822,-122.081259,0.00,162,0
1676,1,1,9.20,8.83,254,37.420827,-122.081361,0.00,161,0
1677,1,1,9.00,8.72,254,37.420833,-122.081463,1.00,161,0
1678,1,1,9.00,8.67,255,37.420839,-122.081564,1.00,162,0
1679,1,1,9.00,8.73,255,37.420844,-122.081666,2.00,162,0
1680,1,1,10.20,8.78,255,37.420850,-122.081768,2.00,162,0
1681,1,1,9.20,8.87,256,37.420855,-122.081870,2.00,163,0
1682,1,1,9.30,8.97,256,37.420861,-122.081972,2.00,163,0
1683,1,1,9.30,9.03,256,37.420866,-122.082075,2.00,163,0
1684,1,1,9.40,9.09,257,37.420872,-122.082178,2.00,162,0
1685,1,1,7.90,9.11,257,37.420877,-122.082283,2.00,163,0
1686,1,1,9.40,9.11,258,37.420883,-122.082388,3.00,163,0
1687,1,1,9.40,9.12,258,37.420889,-122.082494,3.00,163,0
1688,1,1,9.40,9.14,258,37.420894,-122.082600,3.00,163,0
1689,1,1,9.50,9.21,259,37.420901,-122.082708,3.00,163,0
1690,1,1,8.00,9.27,259,37.420907,-122.082815,4.00,164,0
1691,1,1,9.60,9.32,259,37.420914,-122.082923,4.00,163,0
1692,1,1,9.70,9.45,260,37.420921,-122.083031,4.00,163,0
1693,1,1,9.80,9.55,260,37.420928,-122.083140,4.00,163,0
1694,1,1,9.80,9.52,260,37.420936,-122.083247,5.00,164,0
1695,1,1,7.70,9.34,261,37.420943,-122.083354,5.00,164,0
1696,1,1,9.40,9.12,261,37.420951,-122.083460,5.00,164,0
1697,1,1,9.20,8.90,262,37.420958,-122.083564,5.00,164,0
1698,1,1,8.90,8.66,262,37.420965,-122.083666,5.00,164,0
1699,1,1,8.80,8.53,262,37.420972,-122.083766,6.00,164,0
1700,1,1,10.90,8.51,263,37.420978,-122.083864,6.00,164,0
1701,1,1,8.70,8.49,263,37.420984,-122.083960,6.00,164,0
1702,1,1,8.70,8.42,263,37.420990,-122.084054,6.00,165,0
1703,1,1,8.60,8.31,264,37.420995,-122.084148,6.00,165,0
1704,1,1,8.50,8.21,264,37.421001,-122.084241,6.00,165,0
1705,1,1,10.10,8.11,264,37.421006,-122.084335,6.00,165,0
1706,1,1,8.30,8.04,265,37.421012,-122.084428,6.00,164,0
1707,1,1,8.20,7.93,265,37.421017,-122.084521,6.00,164,0
1708,1,1,8.10,7.80,265,37.421023,-122.084612,7.00,164,0
1709,1,1,8.00,7.68,266,37.421029,-122.084700,7.00,163,0
1710,1,1,9.60,7.50,266,37.421034,-122.084786,7.00,163,0
1711,1,1,7.50,7.20,266,37.421040,-122.084867,7.00,162,0
1712,1,1,7.10,6.81,266,37.421046,-122.084942,7.00,162,0
1713,1,1,6.40,6.17,267,37.421051,-122.085012,7.00,162,0
1714,1,1,5.60,5.38,267,37.421056,-122.085074,7.00,162,0
1715,1,1,11.80,4.55,267,37.421061,-122.085128,7.00,162,0
1716,1,1,4.00,3.76,267,37.421066,-122.085172,7.00,162,0
1717,1,1,3.20,3.00,267,37.421071,-122.085206,7.00,162,0
1718,1,1,2.60,2.32,267,37.421078,-122.085232,7.00,161,0
1719,1,1,2.60,2.35,267,37.421090,-122.085253,7.00,161,0
1720,1,1,16.70,2.73,268,37.421109,-122.085272,7.00,160,0
1721,1,1,3.20,3.01,268,37.421134,-122.085288,7.00,160,0
1722,1,1,3.30,3.17,268,37.421162,-122.085300,7.00,160,0
1723,1,1,3.50,3.30,268,37.421193,-122.085305,7.00,160,0
1724,1,1,3.60,3.39,268,37.421225,-122.085303,7.00,160,0
1725,1,1,1.80,3.42,268,37.421254,-122.085292,7.00,159,0
1726,1,1,12.70,3.37,268,37.421280,-122.085274,7.00,159,0
1727,1,1,5.30,3.41,268,37.421301,-122.085247,7.00,159,0
1728,1,1,3.40,3.39,268,37.421315,-122.085215,7.00,158,0
1729,1,1,3.40,3.27,268,37.421325,-122.085178,7.00,158,0
1730,1,1,3.30,3.23,268,37.421330,-122.085141,7.00,158,0
1731,1,1,3.20,3.19,268,37.421331,-122.085105,7.00,157,0
1732,1,1,3.20,2.93,269,37.421331,-122.085071,8.00,157,0
1733,1,1,3.00,2.70,269,37.421331,-122.085040,8.00,157,0
1734,1,1,2.80,2.66,269,37.421333,-122.085014,8.00,157,0
1735,1,1,2.70,2.62,269,37.421339,-122.084992,8.00,157,0
1736,1,1,2.60,2.40,269,37.421345,-122.084974,8.00,157,0
1737,1,1,2.40,1.97,269,37.421353,-122.084960,8.00,157,0
1738,1,1,1.90,1.32,269,37.421361,-122.084948,8.00,156,0
1739,1,1,1.20,0.85,269,37.421368,-122.084940,8.00,156,0
1740,1,1,0.70,0.35,269,37.421374,-122.084934,8.00,156,0
1741,1,1,0.20,0.00,269,37.421377,-122.084931,8.00,156,0
1742,1,1,0.00,0.11,269,37.421379,-122.084930,8.00,156,0
1743,1,1,0.00,0.06,269,37.421380,-122.084930,8.00,156,0
1744,1,1,0.00,0.10,269,37.421380,-122.084931,8.00,,0
1745,1,1,0.00,0.12,269,37.421379,-122.084933,8.00,156,0
1746,1,1,0.00,0.11,269,37.421379,-122.084934,8.00,156,0
1747,1,1,0.00,0.11,269,37.421379,-122.084936,8.00,157,0
1748,1,1,0.00,0.23,269,37.421379,-122.084937,8.00,157,0
1749,1,1,0.00,0.22,269,37.421380,-122.084937,8.00,157,0
1750,1,1,0.00,0.15,269,37.421381,-122.084938,8.00,157,0
1751,1,1,0.00,0.17,269,37.421383,-122.084937,8.00,157,0
1752,1,1,0.00,0.09,269,37.421384,-122.084937,8.00,157,0
1753,1,1,0.00,0.29,269,37.421385,-122.084937,8.00,157,0
1754,1,1,0.00,0.02,269,37.421385,-122.084937,8.00,157,0
1755,1,1,0.00,0.00,269,37.421384,-122.084938,8.00,157,0
1756,1,1,0.00,0.00,269,37.421384,-122.084941,8.00,158,0
1757,1,1,1.30,1.03,269,37.421384,-122.084948,8.00,158,0
1758,1,1,1.90,1.62,269,37.421386,-122.084962,8.00,158,0
1759,1,1,2.30,2.14,269,37.421391,-122.084982,8.00,158,0
1760,1,1,2.70,2.49,269,37.421396,-122.085009,8.00,162,0
1761,1,1,0.00,2.63,269,37.421402,-122.085039,8.00,165,0
1762,1,1,0.00,2.61,269,37.421406,-122.085070,8.00,165,0
1763,1,1,3.00,2.62,269,37.421409,-122.085102,8.00,165,0
1764,1,1,3.00,2.63,270,37.421411,-122.085132,8.00,164,0
1765,1,1,2.80,2.53,270,37.421412,-122.085160,8.00,164,0
1766,1,1,0.00,2.37,270,37.421413,-122.085186,8.00,164,0
1767,1,1,0.00,1.93,270,37.421414,-122.085208,7.00,164,0
1768,1,1,4.40,1.46,270,37.421416,-122.085226,7.00,164,0
1769,1,1,4.70,1.10,270,37.421417,-122.085238,7.00,164,0
1770,1,1,1.40,0.75,270,37.421421,-122.085246,7.00,164,0
1771,1,1,0.70,0.36,270,37.421426,-122.085250,7.00,164,0
1772,1,1,0.30,0.49,270,37.421434,-122.085251,7.00,164,0
1773,1,1,0.30,1.61,270,37.421446,-122.085249,7.00,164,0
1774,1,1,1.70,2.06,270,37.421461,-122.085246,7.00,164,0
1775,1,1,2.20,2.63,270,37.421481,-122.085243,8.00,165,0
1776,1,1,2.70,2.49,270,37.421503,-122.085241,8.00,165,0
1777,1,1,2.50,2.64,270,37.421529,-122.085241,8.00,165,0
1778,1,1,3.10,2.76,270,37.421556,-122.085241,8.00,165,0
1779,1,1,3.40,3.04,270,37.421584,-122.085242,8.00,164,0
1780,1,1,3.40,3.05,270,37.421611,-122.085244,8.00,164,0
1781,1,1,3.40,2.96,270,37.421636,-122.085245,8.00,164,0
1782,1,1,0.00,2.76,271,37.421659,-122.085246,8.00,164,0
1783,1,1,2.00,1.99,271,37.421678,-122.085246,8.00,164,0
1784,1,1,3.90,1.66,271,37.421696,-122.085247,8.00,164,0
1785,1,1,1.70,1.90,271,37.421714,-122.085251,8.00,164,0
1786,1,1,1.90,2.44,271,37.421734,-122.085257,8.00,164,0
1787,1,1,2.50,2.84,271,37.421758,-122.085268,8.00,164,0
1788,1,1,3.10,2.89,271,37.421783,-122.085281,8.00,163,0
1789,1,1,3.20,2.77,271,37.421805,-122.085297,8.00,163,0
1790,1,1,3.10,2.40,271,37.421821,-122.085314,8.00,162,0
1791,1,1,2.50,1.81,271,37.421831,-122.085330,8.00,162,0
1792,1,1,1.80,1.37,271,37.421837,-122.085343,8.00,162,0
1793,1,1,0.30,0.89,271,37.421840,-122.085354,8.00,162,0
1794,1,1,1.90,0.37,271,37.421841,-122.085361,8.00,162,0
1795,1,1,0.60,0.09,272,37.421841,-122.085362,8.00,162,0
1796,1,1,0.20,0.38,272,37.421842,-122.085356,8.00,161,0
